HeadPhones
"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)"
Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black)
"Zebronics Zeb-Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)"
"ZEBRONICS Thunder 60 hrs Playback time Bluetooth Wireless Headphone with FM, mSD, Playback with Mic (Brown)"
Sony MDR-ZX110A Wired On Ear Headphone without Mic (White)
"JBL Tune 130NC in Ear Wireless TWS Earbuds with Mic, ANC Earbuds(Upto 40Db), Customizable Bass with Headphones App, 40Hrs Playtime, Legendary Sound, 4 Mics for Clear Calls, Bluetooth 5.2 (Black)"
"Noise Buds VS106 Truly Wireless in-Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=200 min),Ultra-Low Latency(up to 40ms), 10mm Driver, and BT v5.3 (Jet Black)"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Magico Black)"
"Zebronics Thunder 60 hrs Playback time Bluetooth Wireless Headphone with FM, mSD, Playback with Mic (Black)"
Skullcandy Cassette Wireless On-Ear Headphone with Mic (Black)
ZEBRONICS Duke 60hrs Playtime Bluetooth Wireless Over Ear Headphone with Mic (Black)
Amazon Basics Wired Over The Ear Gaming Headphones with Mic | RGB | 7.1 Channel Surround Audio | Remote Control (Black)
"HP 500 Bluetooth Wireless Over Ear Headphones with Bluetooth 5.0,2X Speed, 4X Connectivity, with Mic,Water-Resistant Design and Up to 20 Hours Battery Life. 1-Year Warranty (2J875Aa)"
"boAt Rockerz 255 Pro+ Bluetooth Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Teal Green)"
"Sony WI-XB400 Wireless Extra Bass in-Ear Headphones with 15 hrs Battery, Quick Charge, Magnetic Earbuds, Tangle Free Cord, BT Ver 5.0, Work from Home,Bluetooth Headset with Mic for Phone Calls (Blue)"
Sennheiser PC 8.2 Wired On Ear Headphones with Mic (Black)
"Srhythm NC25 Wireless Headphones Bluetooth 5.3,Lightweight Noise Cancelling Headset Over-Ear with Low Latency,Game Mode"
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 min=200 min), 13mm Driver,Low Latency, BT v5.2 (Mint Green)"
"Jabra Elite 3 in Ear Bluetooth Truly Wireless Earbuds Noise Isolating with Mic for Clear Calls, Rich Bass, Customizable Sound, Mono Mode (Lilac)"
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,FM, Media/Call Controls (Blue)"
"ZEBRONICS Thunder 60 hrs Playback time Bluetooth Wireless Headphone with FM, mSD, Playback with Mic (Blue)"
Sennheiser CX 80S in-Ear Wired Headphones with in-line One-Button Smart Remote with Microphone Black
"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Headphones with 45H Playtime,Low Latency Mode for Gaming, ENx Tech, IWP, IPX4 Water Resistance, Smooth Touch Controls(Cyan Cider)"
"Jabra Elite 3 in Ear Bluetooth Truly Wireless in Ear Earbuds with mic, Noise Isolating for Clear Calls, with Fast Charging & Up to 28Hrs, Rich Bass, Customizable Sound, Mono Mode-Navy"
"iBall Headwear Rockstar On-Ear Stereo Headphone with High-Sensitivity Mic,Angular&Gold Coloured 3.5Mm Pin,Foldable Design,Soft Headband&Ear Cushion,1.2 Meter Cable Length,White,Wired"
"Zebronics Newly Launched Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling,1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband,Foldable Ear Cups(White)"
"pTron Bassbuds Duo in-Ear Wireless Earbuds, Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone, Type-C Fast Charging, Voice Assist & IPX4 Water Resistant (Black & Red)"
"OneOdio Pro-10 Over Ear Headphone, Wired Bass Headsets with 50mm Driver, Foldable Lightweight Headphones with Shareport and Mic for Recording Monitoring Podcast Guitar PC TV (red)"
"HAMMER Bash Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Fast Pairing, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (Black)"
"boAt Rockerz 255 Pro+ Bluetooth Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Active Black)"
"ZEBRONICS Thunder Bluetooth Wireless On Ear Headphone FM, mSD, 60hrs Playback with Mic (Neon Yellow)"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Beam Blue)"
"Zebronics Zoom Bluetooth 5.0 Wireless Headphone with 50 Hours Battery Backup, Deep Bass, Voice Assistant, Dual Pairing, Foldable Design, Built-in Mic and Calling Function"
iBall Decibel Bluetooth 5.0 Wireless Over Ear Foldable Headphone with MicroSD/AUX/FM - Black Edition
"Quxxa SH-12 Wireless Bluetooth Portable Sports Headphones with Microphone, Stereo Fm,Memory Card Support (White)"
"ZEBRONICS Zeb-Storm Wired On Ear Headphone with 3.5mm Jack, Built in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Blue)"
"boAt Rockerz 245 v2 Pro Wireless Neckband with Up to 30 hrs Playtime, ENxᵀᴹ Tech, ASAPᵀᴹ Charge, BEASTᵀᴹ Mode, Dual Pairing, Magnetic Buds,USB Type-C Interface&IPX5(Active Black)"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)"
"pTron Newly Launched Studio Ultima 35dB ANC Hybrid Active Noise Cancelling Over-Ear Headphones, 70Hrs Playtime, Punchy Bass, HD Mic, Bluetooth 5.3, Voice Assistant & Type-C Fast Charging"
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.3 Ear Buds TWS (Brown)"
"Boult Audio X1 Pro Wired Earphones with Type-C Port, 10mm Bass Drivers, Inline Controls, IPX5 Water Resistant, Comfort Fit earphones wired headphones with mic, Type C earphones, Voice Assistant (Blue)"
"Zebronics-Bang over the ear headphones with Foldable Design and Bluetooth v5.0 headphones, Providing up to 20h* Playback(Red)"
realme Buds 2 Wired in Ear Earphones with Mic (Blue)
"Noise Buds VS106 Truly Wireless in-Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=200 min),Ultra-Low Latency(up to 40ms), 10mm Driver, and BT v5.3 (Sky Blue)"
"CrossBeats Newly launched Opera True Wireless in-Ear Earbuds with AI ENC Noise-Cancelling, mics, 60 hr Playtime, 13 mm Drivers, Dedicated Gaming Mode, BT 5.3 (Opera- 60 Hrs Playtime)"
"pTron Bassbuds Duo in-Ear Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS Earbuds with HD Mic, Type-C Fast Charging, IPX4 Water Resistant & Voice Assistance"
"Jabra Elite 3 in Ear Bluetooth Truly Wireless in Ear Earbuds Noise Isolating with Mic for Clear Calls, Rich Bass, Customizable Sound, Mono Mode- Light Beige"
"Zebronics Zeb-Bang Foldable Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Call Function, 16Hrs* Playback time & Supports Voice Assistant (Green)"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Jazz Green)"
"Infinity - JBL Tranz 710, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Blue)"
"boAt Bassheads 105 Wired in Ear Earphones with Mic (Green, Spirit Lime)"
"pTron Tangentbeat in-Ear Bluetooth Wireless Headphones with Mic, Punchy Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assist. & IPX4 Wireless Neckband (Dark Green)"
"Philips Audio TAE1136 Wired in Ear Earphones with Built in Mic, 10 mm Driver, Powerful bass and Clear Sound"
"Zimo Sync Mini in-Ear TWS Earbuds with Bluetooth 5.3, 28 Hrs Playtime, 8mm Drivers, Stereo Calls, Touch Control, Type-C Charging Wireless Headphones, Voice Assist & IPX4 Water Resistant (Light Lilac)"
"pTron Tangent Duo Bluetooth 5.2 Wireless in Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Neckband, Dual Pairing, Voice Assistant & IPX4 Water Resistant (Black/Blue)"
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.3 Ear Buds TWS (Blue)"
JANROCK Wireless Bluetooth Headphones with Inbuilt Microphone and SD Card Slot Compatible with All Smartphone (White)
BE36 Bluetooth Earphone Stereo Channel Noise Cancelling Mini Ergonomic Headset with Charging Box Dual Microphone in Ear Earplug
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & FM,12 hrs Play Back time, Media/Call Controls (Black)"
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, Over The Ear & 12 hrs Play Back time,FM, Media/Call Controls (Grey)"
Sony MDR-EX15AP EX In-Ear Wired Stereo Headphones with Mic (Black)
"Zebronics Zeb-Bang Pro Bluetooth Wireless On Ear Headphones with Mic V5.0, 30H Backup, Foldable, Call Function, Voice Assistant, Built-in Rechargeable Battery, Type C, 40Mm Driver and Aux (Orange)"
boAt bassheads 105 Wired in Ear Earphones with Mic (Green)
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Blue)"
"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Gun Metal)"
"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 10mm Bass Drivers, Made in India TWS Bluetooth 5.3 Truly Wireless in Ear Earbuds (Dawn)"
"Srhythm NiceComfort 95 Hybrid Noise Cancelling Headphones,Wireless Bluetooth Headset with Transparency Mode,HD Sound"
HyperX Cloud Stinger Core Wireless On Ear Headphones with Mic (Black)
"Noise Buds Connect Truly Wireless in Ear Earbuds with 50H Playtime, Quad Mic with ENC, Instacharge(10 min=120 min), 13mm Driver, Hyper Sync, and BT v5.2 (Mint Green)"
"GKA P47 Wireless Bluetooth Headphones 5.0+EDR with Volume Control, HD Sound and Bass, Mic, SD Card Slot"
"Unix Over The Ear Wireless Bluetooth Headphones with Mic, Deep Bass, Foldable Headphones, Upto 8 Hours Playtime, Workout/Travel, Bluetooth 5.0 (White, On The Ear)"
"Boult Audio Newly Launched Z20 Pro Bluetooth Truly Wireless in Ear Earbuds with 60H Playtime, 4 Mics Clear Calling ENC, 45ms Low Latency Gaming TWS, 10mm Bass Drivers Ear Buds Headphones 5.3 (Black)"
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]"
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black)
"PTron Tangent Sports, 60Hrs Playtime, ENC BT5.2 Headphones, AptSense 40ms Low Latency Gaming, Deep Bass, Dual Pairing, in-Ear Wireless Earphone, HD Mic, Type-C Fast Charging & Voice Assist (Blue)"
"boAt Rockerz 550 Sunburn Edition with 50MM Drivers, 20 Hours Playback, Physical Noise Isolation and Soft Padded Earcups Over Ear Wireless Headphone (Techno Purple)"
"pTron Tangent Duo Bluetooth 5.2 Wireless in-Ear Headphones, 13mm Driver, Deep Bass, HD Calls, Fast Charging Type-C Wireless Neckband, Dual Pairing, Voice Assistant& IPX4 Water Resistant (Yellow/Black)"
boAt Bassheads 105 Wired in Ear Earphones with Mic (Blue)
"Zimo Sync Mini in-Ear TWS Earbuds with Bluetooth 5.3, 28 Hrs Playtime, 8mm Drivers, Stereo Calls, Touch Control, Type-C Charging Wireless Headphones, Voice Assist & IPX4 Water Resistant (White)"
"Ambrane Stringz 38 Wired Earphones with Mic, Powerful HD Sound with High Bass, Tangle Free Cable, Comfort in-Ear Fit, 3.5mm Jack (Green), Normal"
"Twyst MS-EP-M5 Bluetooth Gaming Headset (Black, in The Ear) (Black)"
"pTron Newly Launched Zenbuds 1 ANC Earbuds, 28dB Active Noise Cancellation TWS, Quad Mic TruTalk ENC Calls, 60Hrs Playtime, 45ms Game/Movie Mode & in-Ear Bluetooth 5.3 Wireless Headphones (Black)"
"iClever Kids Headphones for Girls with Microphone, HD Stereo Children Over-Ear Wired Headphones, Volume Limiter 85/94dB, Sharing Function Foldable Headphones for Online School/iPad/PC, Pink"
boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink)
boAt Bass Heads 225 in-Ear Wired Headphones with Mic (Neon Lime)
"Philips Audio TAH4205XTBK/00 Bluetooth 5.0, Bass Booster, Quick Charging Upto 29H Playtime, 32mm Driver, Compact Folding Design Bluetooth Wireless On Ear Headphones with Mic (Black)"
"Tukzer AirSound X100 Sports Wireless Bluetooth in-Ear Headphones, Magnetic Design, HD Stereo Sound & Mic (X100)"
Artis E500M in-Ear Headphones with Mic (Black)
HUMBLE Acoustics Hear in High-Res Earphones with Mic ● Super Extra Bass Headphones ● Android & iOS Compatible ● Gold
"soundcore Anker Q10 Bluetooth Wireless On-Ear Foldable Headphones, 60H Playtime, Premium Soft Touch Design, 40 mm Dynamic Drivers with Deep Bass, Bluetooth 5.0 Dual Connectivity"
"soundcore by Anker, Space One Active Noise Cancelling Bluetooth Headphones with Travel Pouch, 2X Stronger Voice Reduction, 40H ANC Playtime, App Control, LDAC Hi-Res, Ergonomic Design for Comfort Fit"
"Saregama Carvaan Mini+ (Plus) Portable Music Player with 1000 Preloaded Songs, 10 Watt Speaker, Handsfree Calling, Bluetooth/FM/AM/AUX (Cobalt Blue)"
KEJBYKEJ® India's 1st and Only Headphone Brand Created by a Grammy® Winning Artist | AV900 ANC | Beige | Designed by 3X Grammy® Award Winner Ricky Kej | 20 Hours of Playtime | Android or iOS
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & FM,12 hrs Play Back time, Media/Call Controls (Black)"
HAMMER KO 2.0 Wireless Bluetooth in Ear True Wireless Earbuds with Mic (Black)
"Boult Audio Newly Launched Curve Max Bluetooth Earphones with 100H Playtime, Clear Calling ENC Mic, Dual Device Connectivity, Lowest Latency Gaming, 13mm Bass Drivers Neckband Wireless Earphone (Blue)"
"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,FM, Media/Call Controls (Blue)"
"iClever Kids Wired Headphones for Boys, Headphones for Kids, Over Ear Headphones with Mic Safe Volume Limited Adjustable Headband Foldable Kids Headset for Online Class/iPad/Tablet, Blue"
"Zimo AeroFlex Bluetooth 5.2 Wireless in-Ear Headphones, 18Hrs Playtime, Deep Bass, HD Calls, Dual Device Pairing, Voice Assist, Type-C Fast Charge Wireless Neckband, IPX4 Water Resistant (Blue/Black)"
"Amazon Basics in-Ear Bluetooth 5.0 Neckband with Up to 30 Hours Playtime, with Mic, Magnetic Earbuds, Voice Assistant, Dual Pairing and IPX6 Rated, Blue"
"Boult Audio ZCharge Wireless in Ear Bluetooth Neckband with ENC Mic, 40H Playtime, Type-C Fast Charging (10Mins=15Hrs Playtime), Dual Pairing, Made in India, Biggest 14.2mm Drivers Ear Phones (Blue)"
"Boult Audio Newly Launched Curve Max Bluetooth Earphones with 100H Playtime, Clear Calling ENC Mic, Dual Device Connectivity, Lowest Latency Gaming, 13mm Bass Driver Neckband Wireless Earphone (Black)"
Findgood Air-Pods (3rd Generation) with Mag Safe Wireless Charging Case (iOS & Android)
"EDYELL V1 True Wireless Earbud, HD Calling Bluetooth Earphone with Quad Mic ENC Noise Cancellation, 48H Playtime, 13mm Powerful Bass Drivers, Type-C Charging, IPX7, BT 5.3 Stereo Sound"
"pTron Bassbuds Duo In-Ear Wireless Earbuds, Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone,Type-C Fast Charging, Voice Assist & IPX4 Water Resistant (Flamingo Pink)"
"pTron Newly Launched Zenbuds Evo X1 in-Ear TWS Earbuds,Quad Mic Trutalk Enc Calls,60Hrs Playtime,Movie/Music Modes,13Mm Drivers,Bt5.3 Headphone,Fast Typec Charging&Ipx5 Water-Resistant,Black,Wireless"
"YAMAHA EP-E30A Wireless Bluetooth in Ear Neckband Headphone with Mic for Phone Call, Listening Care (White)"
"Zimo AeroFlex Bluetooth 5.2 Wireless in-Ear Headphones, 18Hrs Playtime, Deep Bass, HD Calls, Dual Device Pairing, Voice Assist, Type-C Fast Charge Wireless Neckband, IPX4 Water Resistant(Purple/Black)"
"pTron Bassbuds Duo In-Ear Wireless Earbuds with Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone, Type-C Fast Charging, Voice Assistant & IPX4 Water Resistant (Brown)"
"Boult Audio Newly Launched Ammo Wired Earphones with Type-C Port, Colour Shuffle Mode, 12mm Bass Drivers, Inline Controls, Pro+ Calling HD Mic, Earphones Wired Headphones with mic, Type C Earphones"
boAt Bassheads 102 Wired in Ear Earphones with Mic (Mint Green)
"boAt Rockerz 205 Pro in Ear Bluetooth Neckband with Mic, Beast Mode(Low Latency Upto 65ms), ENx Tech for Clear Voice Calls,30 Hours Playtime, ASAP Charge,10mm Drivers,Dual Pairing & IPX5(Buoyant Blue)"
"Razer Barracuda X Wireless Gaming & Mobile Headset (PC, Playstation, Switch, Android, iOS): 2.4GHz Wireless + Bluetooth - Lightweight - 40mm Drivers - Detachable Mic - 50 Hr Battery - PUBG Edition"
"ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 On Ear Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Blue)"
"Noise Buds VS104 Truly Wireless Earbuds with 45H of Playtime, Quad Mic with ENC, Instacharge(10 min=200 min), 13mm Driver,Low Latency, BT v5.2 (Mint Green)"
"TOZO T6 True Wireless Earbuds Bluetooth 5.3 Headphones 45H Playtime with Wireless Charging Case, IPX8 Waterproof, OrigX Premium Sound Tech, Touch Control in-Ear Earphones Deep Bass with Mic Black"
"ANKER Soundcore Life Q20i Wireless Bluetooth Headphones, Over Ear, Foldable, Hi-Res Certified Sound, 60-Hour Playtime, Fast USB-C Charging wtih Deep Bass"
"pTron Newly Launched Zenbuds Evo X1 Pro In-Ear TWS Earbuds, 65Hrs Playtime, Quad Mic TruTalk ENC Calls,Deep Bass,Bluetooth 5.3 Headphones,Fast Type-C Charging,Voice Asst. Touch Controls & IPX5 (Black)"
"boAt Rockerz 205 Pro in Ear Bluetooth Neckband with Mic, Beast Mode(Low Latency Upto 65ms), ENx Tech for Clear Voice Calls,30 Hours Playtime, ASAP Charge,10mm Drivers,Dual Pairing & IPX5(Buoyant Blue)"
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)"
"(Refurbished) HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 18 Hours Playtime, Bluetooth 5.3, Workout/Travel (Apricot)"
"pTron Bassbuds Fute 5.1 Bluetooth Truly Wireless Featherlite TWS in Ear Earbuds with Mic, 25Hrs Playtime, 13mm Driver, Immersive Audio Headphones, Touch Control, Voice Assist & Fast Charging (White)"
"pTron Newly Launched Zenbuds Evo TWS Earbuds,Ai-Trutalk Enc Calls,45Ms Movie/Music Modes,Deep Bass,32Hrs Playtime,Bluetooth 5.3 Headphones,Ipx5 Water Resistant&Type-C Fast Charging (Black),in-Ear"
"pTron Bassbuds Duo in-Ear Wireless Earbuds, Immersive Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone, Type-C Fast Charging, Voice Assist & IPX4 Water Resistant (Black Matt)"
"pTron Newly Launched Zenbuds 1 ANC Earbuds, 28dB Active Noise Cancellation TWS, Quad Mic TruTalk ENC Calls, 60Hrs Playtime, 45ms Game/Movie Mode & in-Ear Bluetooth 5.3 Wireless Headphones (Purple)"
"TOZO A1 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black"
"Redmi Buds 4 Active - Bass Black, 12mm Drivers(Premium Sound Quality), Up to 30 Hours Battery Life, Google Fast Pair, IPX4, Bluetooth 5.3, ENC, Up to 60ms Low Latency Mode, App Support"
"pTron Bassbuds Plus in Ear True Wireless Stereo Earbuds with Mic, Deep Bass Bluetooth Headphones, Voice Assistance, IPX4 Sweat & Water Resistant TWS, 12Hrs Battery & Fast Charge (Black)"
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)"
"(Refurbished) HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 18 Hours Playtime, Bluetooth 5.3, Workout/Travel (Cool Grey)"
"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Gray)"
"pTron Bassbuds Tango in-Ear TWS Earbuds, TruTalk AI-ENC Calls, Movie Mode, 40Hrs Playtime, Bluetooth5.1 Headphone with HD Mics, Touch Control, IPX4 Water-Resistant & Type-C Fast Charging (Royal Blue)"
"boAt Airdopes 141 Bluetooth TWS Earbuds with 42H Playtime,Low Latency Mode for Gaming, ENx Tech, IWP, IPX4 Water Resistance, Smooth Touch Controls(Bold Black)"
"Zimo Sync Mini in-Ear TWS Earbuds with Bluetooth 5.3, 28 Hrs Playtime, 8mm Drivers, Stereo Calls, Touch Control, Type-C Charging Wireless Headphones, Voice Assist & IPX4 Water Resistant (Black)"
"pTron Bassbuds Jade Truly Wireless Earbuds, 40ms Gaming Low Latency TWS, Stereo Calls, 40Hrs Playtime, Punchy Bass, in-Ear Bluetooth 5.0 Headphones, Fast Type-C Charging & IPX4 Waterproof (Matt Black)"
